q_scary,q_dream,q_desktop,q_better,q_remind,q_quote,q_sell,q_temperature,q_story,user_id,label
2,1 - Not Likely,1 - Not Likely,,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",3.0,25,"After hitting his head against the goal post Tommy could not understand his new surroundings. In a moment he went from playing  to not being able to think very clearly, or even understand his surroundings. As Tommy fell, the greens seem to turn red and perception became very difficult. Needless to say, Tommy will not be on the field again for a while. ",312189,1
3,2,1 - Not Likely,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",10.0,36,"There were only 10 seconds left in the tie game. There were only 10 seconds left and the last chance was kicked directly toward the goal. For just a second, the world seemed to slow down and everyone held their breath as they watched this same scene that didn't look possible. Somehow, there was enough contortion that game was saved. ",209836,1
6,4,1 - Not Likely,"People,Cats",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0.0,42,I went into the field to enjoy a sunny day and spend some time with my friends. I was shocked when I left the house to see that I was alone. The weather was horrible and boiling. I felt like I was being cooked alive. ,629410,1
1 - Not Scary,3,1 - Not Likely,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1.0,65,Trapped in my own house I squandered down the stairs and peered through the shut windows. The door was barred from opening and I was stuck inside for the foreseeable future. I ran to the fridge to satiate my hunger only to find that the door was jammed. ,315004,1
5,1 - Not Likely,1 - Not Likely,"Cars,Cats,Explosions","Parents,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0.0,100,The image is very weird. Nothing could be guessed about the organs or the story behind the image. It doesn’t even feel scary. Seems like it is a very hot day in the image. The person is a guy. The guy is playing  or he is falling down while playing. Another possibility is that the guy is trying to aim for a goal.,296967,1
7,1 - Not Likely,3,Fireworks,"Parents,Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",4.0,22,"Kicking off another game today, there's a third leg! We don't just people of different body types around here. Today's game is on the line for their career. The final match. The final kick. And they score!",311759,1
6,1 - Not Likely,1 - Not Likely,,"Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",5.0,28,The  player went for a bicycle kick,210038,1
6,3,1 - Not Likely,"People,Fireworks,Explosions","Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",5.99,24,"Bob is on vacation at Hawaii island right know. Bathing in the sun and enjoying the salty wind which the ocean brings. While hanging around on the beach, a thought suddenly hit him:""Why not do some exercise? It would have been a waste for this great weather outside. "" Picking up his mind. Bob packed a few equipments and set off to court. ",383129,1
4,4,1 - Not Likely,"People,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",5.0,28,"One day, there was a big competition between the top  teams and each of their team have their own aces. Since it is the final, both teams give it their best and both aces have something up their sleeves. This lead the match into some fantasy fiction  match.",395762,1
4,2,1 - Not Likely,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0.1,20,"There once was a very famous  player, known worldwide for his ability to use a third leg to kick the ball with great force. This player unfortunately had a hard time fitting in outside of , since he was bullied for having an extra leg.",197075,1
6,2,1 - Not Likely,"People,Cats,Fireworks",Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",10.0,100,There was once a great  player who was too prideful of his own skills and started showing off his skills to everyone. Then a witch one day cursed his body and altered it to a tri-legged being with his body always facing the opposite direction. His arm was amputated and his identity was never known to anyone again. He was trapped in the Sahara Desert for months and months. Until he got framed as a painting and shown to us by an omniscient AI that can gather images through parallel universes.,389458,1
3,2,1 - Not Likely,"People,Cars",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",5.0,40,"Jacob always wanted to be a professional  player, but he was never able to pursue it because he grew up in poverty. Instead of going to school and getting an education, Jacob had to start working at a young age so he could he financially help his parents. However this did not  stop Jacob from playing . Even though he never had the proper equipment, Jacob was always played to his full ability and was the best on the field.",291561,1
4,1 - Not Likely,1 - Not Likely,"People,Explosions",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",1.0,5,someone has triple legs playing ,311114,1
6,2,1 - Not Likely,Explosions,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",3.0,31,"Breaking news, the highest paid athlete this year is an alien!",306657,1
3,1 - Not Likely,1 - Not Likely,"People,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0.0,27,Its in a  game where 2 opponents are trying to get the ball but somehow hit each other and are about to trip,312052,1
1 - Not Scary,1 - Not Likely,1 - Not Likely,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0.0,34,"It was the year 2200, the Earth had become a baren land after climate change wreaked its havoc on our once beautiful world. Most of the land is just  deserts and, in the once country of Canada the  World Cup is being held. It is the semi-finals and team blue are down by a goal with 1 minute left on the clock, pressure is at its peak, players are physically done, every muscle in their body being pushed to its limits. Blue team number 9 has the ball and is in front of the red team goal with only 1 defender from the red team in front of him, blue tries his best to shake red, but he is standing his ground strong. With time ticking, blue decides to take the space he has and go for a shot, red slides in, sweeping blue off his feet. But the ball is already in the air, now it is up solely to the goalkeeper, the shot is going towards the right side and the goalkeeper is ready to make a stop, BUT WAIT, the ball curves sharply to the left. The goalkeeper is not ready and it's a GOAL!! Now the game goes to overtime.",406473,1
